text,Cleanliness,Electrical,Infrastructure,Safety-Security,Staff,Catering,Medical,General
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,0
there is injured passenger bleeding,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
please help chest pain emergency,0,0,0,0,0,0,1,0
complaint regarding passenger unconscious,0,0,0,0,0,0,1,0
there is need doctor urgently,0,0,0,0,0,0,1,0
facing problem: passenger unconscious,0,0,0,0,0,0,1,0
need doctor urgently in my coach,0,0,0,0,0,0,1,0
need doctor urgently in my coach,0,0,0,0,0,0,1,0
please help injured passenger bleeding,0,0,0,0,0,0,1,0
there is passenger unconscious,0,0,0,0,0,0,1,0
there is passenger unconscious,0,0,0,0,0,0,1,0
sir injured passenger bleeding,0,0,0,0,0,0,1,0
please help need doctor urgently,0,0,0,0,0,0,1,0
facing problem: chest pain emergency,0,0,0,0,0,0,1,0
facing problem: need doctor urgently,0,0,0,0,0,0,1,0
please help chest pain emergency,0,0,0,0,0,0,1,0
sir passenger unconscious,0,0,0,0,0,0,1,0
please help injured passenger bleeding,0,0,0,0,0,0,1,0
injured passenger bleeding urgently,0,0,0,0,0,0,1,0
there is need doctor urgently,0,0,0,0,0,0,1,0
chest pain emergency,0,0,0,0,0,0,1,0
need doctor urgently urgently,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
please help injured passenger bleeding,0,0,0,0,0,0,1,0
there is chest pain emergency,0,0,0,0,0,0,1,0
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,0
passenger unconscious in my coach,0,0,0,0,0,0,1,0
complaint regarding injured passenger bleeding,0,0,0,0,0,0,1,0
chest pain emergency,0,0,0,0,0,0,1,0
facing problem: passenger unconscious,0,0,0,0,0,0,1,0
there is need doctor urgently,0,0,0,0,0,0,1,0
injured passenger bleeding,0,0,0,0,0,0,1,0
chest pain emergency,0,0,0,0,0,0,1,0
passenger unconscious in my coach,0,0,0,0,0,0,1,0
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,0
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,0
there is need doctor urgently,0,0,0,0,0,0,1,0
chest pain emergency in my coach,0,0,0,0,0,0,1,0
complaint regarding need doctor urgently,0,0,0,0,0,0,1,0
need doctor urgently urgently,0,0,0,0,0,0,1,0
need doctor urgently urgently,0,0,0,0,0,0,1,0
need doctor urgently urgently,0,0,0,0,0,0,1,0
sir passenger unconscious,0,0,0,0,0,0,1,0
there is need doctor urgently,0,0,0,0,0,0,1,0
injured passenger bleeding,0,0,0,0,0,0,1,0
complaint regarding need doctor urgently,0,0,0,0,0,0,1,0
chest pain emergency in my coach,0,0,0,0,0,0,1,0
chest pain emergency urgently,0,0,0,0,0,0,1,0
please help chest pain emergency,0,0,0,0,0,0,1,0
sir passenger unconscious,0,0,0,0,0,0,1,0
passenger unconscious urgently,0,0,0,0,0,0,1,0
passenger unconscious in my coach,0,0,0,0,0,0,1,0
chest pain emergency,0,0,0,0,0,0,1,0
chest pain emergency in my coach,0,0,0,0,0,0,1,0
chest pain emergency in my coach,0,0,0,0,0,0,1,0
sir passenger unconscious,0,0,0,0,0,0,1,0
passenger unconscious urgently,0,0,0,0,0,0,1,0
need doctor urgently in my coach,0,0,0,0,0,0,1,0
facing problem: chest pain emergency,0,0,0,0,0,0,1,0
passenger unconscious in my coach,0,0,0,0,0,0,1,0
sir passenger unconscious,0,0,0,0,0,0,1,0
sir chest pain emergency,0,0,0,0,0,0,1,0
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,0
passenger unconscious urgently,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
complaint regarding chest pain emergency,0,0,0,0,0,0,1,0
facing problem: passenger unconscious,0,0,0,0,0,0,1,0
facing problem: chest pain emergency,0,0,0,0,0,0,1,0
there is passenger unconscious,0,0,0,0,0,0,1,0
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,0
sir injured passenger bleeding,0,0,0,0,0,0,1,0
facing problem: passenger unconscious,0,0,0,0,0,0,1,0
need doctor urgently urgently,0,0,0,0,0,0,1,0
facing problem: need doctor urgently,0,0,0,0,0,0,1,0
sir chest pain emergency,0,0,0,0,0,0,1,0
sir need doctor urgently,0,0,0,0,0,0,1,0
chest pain emergency in my coach,0,0,0,0,0,0,1,0
there is need doctor urgently,0,0,0,0,0,0,1,0
please help chest pain emergency,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
complaint regarding chest pain emergency,0,0,0,0,0,0,1,0
injured passenger bleeding urgently,0,0,0,0,0,0,1,0
injured passenger bleeding,0,0,0,0,0,0,1,0
complaint regarding passenger unconscious,0,0,0,0,0,0,1,0
facing problem: passenger unconscious,0,0,0,0,0,0,1,0
there is chest pain emergency,0,0,0,0,0,0,1,0
injured passenger bleeding urgently,0,0,0,0,0,0,1,0
please help chest pain emergency,0,0,0,0,0,0,1,0
please help need doctor urgently,0,0,0,0,0,0,1,0
injured passenger bleeding,0,0,0,0,0,0,1,0
facing problem: need doctor urgently,0,0,0,0,0,0,1,0
injured passenger bleeding urgently,0,0,0,0,0,0,1,0
there is need doctor urgently,0,0,0,0,0,0,1,0
complaint regarding passenger unconscious,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
injured passenger bleeding in my coach,0,0,0,0,0,0,1,0
please help chest pain emergency,0,0,0,0,0,0,1,0
complaint regarding need doctor urgently,0,0,0,0,0,0,1,0
complaint regarding injured passenger bleeding,0,0,0,0,0,0,1,0
injured passenger bleeding,0,0,0,0,0,0,1,0
chest pain emergency,0,0,0,0,0,0,1,0
chest pain emergency,0,0,0,0,0,0,1,0
injured passenger bleeding,0,0,0,0,0,0,1,0
chest pain emergency,0,0,0,0,0,0,1,0
facing problem: passenger unconscious,0,0,0,0,0,0,1,0
please help need doctor urgently,0,0,0,0,0,0,1,0
facing problem: need doctor urgently,0,0,0,0,0,0,1,0
sir injured passenger bleeding,0,0,0,0,0,0,1,0
injured passenger bleeding,0,0,0,0,0,0,1,0
sir passenger unconscious,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
please help injured passenger bleeding,0,0,0,0,0,0,1,0
please help need doctor urgently,0,0,0,0,0,0,1,0
sir injured passenger bleeding,0,0,0,0,0,0,1,0
injured passenger bleeding urgently,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
facing problem: chest pain emergency,0,0,0,0,0,0,1,0
sir injured passenger bleeding,0,0,0,0,0,0,1,0
please help chest pain emergency,0,0,0,0,0,0,1,0
sir injured passenger bleeding,0,0,0,0,0,0,1,0
sir chest pain emergency,0,0,0,0,0,0,1,0
chest pain emergency urgently,0,0,0,0,0,0,1,0
complaint regarding injured passenger bleeding,0,0,0,0,0,0,1,0
sir passenger unconscious,0,0,0,0,0,0,1,0
please help need doctor urgently,0,0,0,0,0,0,1,0
please help chest pain emergency,0,0,0,0,0,0,1,0
facing problem: chest pain emergency,0,0,0,0,0,0,1,0
passenger unconscious in my coach,0,0,0,0,0,0,1,0
facing problem: chest pain emergency,0,0,0,0,0,0,1,0
complaint regarding chest pain emergency,0,0,0,0,0,0,1,0
need doctor urgently,0,0,0,0,0,0,1,0
sir injured passenger bleeding,0,0,0,0,0,0,1,0
passenger unconscious urgently,0,0,0,0,0,0,1,0
sir need doctor urgently,0,0,0,0,0,0,1,0
complaint regarding chest pain emergency,0,0,0,0,0,0,1,0
there is need doctor urgently,0,0,0,0,0,0,1,0
please help need doctor urgently,0,0,0,0,0,0,1,0
chest pain emergency in my coach,0,0,0,0,0,0,1,0
injured passenger bleeding urgently,0,0,0,0,0,0,1,0
chest pain emergency in my coach,0,0,0,0,0,0,1,0
complaint regarding need doctor urgently,0,0,0,0,0,0,1,0
sir need doctor urgently,0,0,0,0,0,0,1,0
there is chest pain emergency,0,0,0,1,0,0,1,0
need doctor urgently,0,0,0,0,1,0,1,0
facing problem: chest pain emergency,0,0,0,1,0,0,1,0
need doctor urgently,0,0,0,0,1,0,1,0
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,1
there is chest pain emergency,0,0,0,1,0,0,1,0
injured passenger bleeding in my coach,0,0,1,0,0,0,1,0
complaint regarding chest pain emergency,0,0,0,1,1,0,0,1
facing problem: passenger unconscious,0,0,0,0,0,0,1,1
please help injured passenger bleeding,0,0,0,0,1,0,1,0
complaint regarding injured passenger bleeding,0,0,0,0,1,0,1,0
complaint regarding passenger unconscious,0,0,0,0,1,0,1,0
sir passenger unconscious,0,0,0,0,1,0,1,0
please help passenger unconscious,0,0,0,0,0,0,1,1
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,1
there is injured passenger bleeding,0,0,0,0,1,0,1,0
complaint regarding need doctor urgently,0,0,0,0,0,0,1,1
passenger unconscious in my coach,0,0,1,0,0,0,1,0
please help passenger unconscious,0,0,0,0,0,0,1,1
facing problem: injured passenger bleeding,0,0,0,0,0,0,1,1
please help injured passenger bleeding,0,0,0,0,1,0,1,0
need doctor urgently in my coach,0,0,1,0,0,0,1,0
please help passenger unconscious,0,0,0,0,1,0,1,1
there is injured passenger bleeding,0,0,0,0,1,0,1,0
complaint regarding need doctor urgently,0,0,0,0,1,0,0,1
sir need doctor urgently,0,0,0,0,1,0,1,0
complaint regarding chest pain emergency,0,0,0,0,0,0,1,1
need doctor urgently in my coach,0,0,1,0,0,0,1,0
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
sir need platform number,0,0,1,0,1,0,0,0
there is train running late,0,0,0,0,1,0,0,1
sir arrival time of train,0,0,0,0,1,0,0,1
facing problem: need platform number,0,0,1,0,0,0,0,1
facing problem: need platform number,0,0,1,0,0,0,0,1
there is arrival time of train,0,0,0,0,1,0,0,1
there is seat confirmation query,0,0,1,0,1,0,0,0
complaint regarding need platform number,0,0,1,0,0,0,0,1
train running late in my coach,0,0,1,0,0,0,0,1
sir need platform number,0,0,1,0,1,0,0,0
sir train running late,0,0,0,0,0,0,0,1
please help seat confirmation query,0,0,1,0,1,0,0,0
facing problem: train running late,0,0,0,0,0,0,0,1
please help seat confirmation query,0,0,1,0,1,0,0,0
please help arrival time of train,0,0,0,0,1,0,0,1
arrival time of train,0,0,0,0,1,0,0,1
please help arrival time of train,0,0,0,0,1,0,0,1
need platform number urgently,0,0,1,0,1,0,0,0
need platform number urgently,0,0,1,0,0,0,0,0
complaint regarding seat confirmation query,0,0,1,0,0,0,0,1
please help arrival time of train,0,0,0,0,1,0,0,1
please help need platform number,0,0,1,0,1,0,0,0
seat confirmation query,0,0,1,0,0,0,0,0
sir need platform number,0,0,1,0,1,0,0,0
need platform number,0,0,1,0,1,0,0,0
sir seat confirmation query,0,0,1,0,1,0,0,0
seat confirmation query in my coach,0,0,1,0,0,0,0,0
complaint regarding need platform number,0,0,1,0,1,0,0,0
train running late,0,0,0,0,1,0,0,1
sir arrival time of train,0,0,0,0,0,0,0,1
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
train running late,0,0,0,0,1,0,0,1
please help need platform number,0,0,1,0,0,0,0,1
please help train running late,0,0,0,0,1,0,0,1
need platform number,0,0,1,0,0,0,0,0
sir seat confirmation query,0,0,1,0,1,0,0,0
train running late in my coach,0,0,1,0,0,0,0,1
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
train running late in my coach,0,0,1,0,0,0,0,1
train running late,0,0,0,0,0,0,0,1
facing problem: arrival time of train,0,0,0,0,1,0,0,1
need platform number,0,0,1,0,1,0,0,0
complaint regarding seat confirmation query,0,0,1,0,1,0,0,0
complaint regarding seat confirmation query,0,0,1,0,1,0,0,0
arrival time of train,0,0,0,0,0,0,0,1
please help need platform number,0,0,1,0,0,0,0,1
complaint regarding train running late,0,0,0,0,1,0,0,1
seat confirmation query urgently,0,0,1,0,1,0,0,0
there is need platform number,0,0,1,0,1,0,0,0
there is arrival time of train,0,0,0,0,1,0,0,1
sir need platform number,0,0,1,0,0,0,0,0
train running late urgently,0,0,0,0,1,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
please help train running late,0,0,0,0,1,0,0,1
facing problem: need platform number,0,0,1,0,0,0,0,1
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
there is arrival time of train,0,0,0,0,1,0,0,1
there is seat confirmation query,0,0,1,0,0,0,0,0
seat confirmation query urgently,0,0,1,0,1,0,0,0
train running late in my coach,0,0,1,0,0,0,0,1
there is need platform number,0,0,1,0,0,0,0,0
facing problem: train running late,0,0,0,0,0,0,0,1
arrival time of train in my coach,0,0,1,0,0,0,0,1
sir arrival time of train,0,0,0,0,1,0,0,1
please help arrival time of train,0,0,0,0,1,0,0,1
sir arrival time of train,0,0,0,0,1,0,0,1
need platform number urgently,0,0,1,0,1,0,0,0
complaint regarding need platform number,0,0,1,0,0,0,0,1
arrival time of train,0,0,0,0,1,0,0,1
complaint regarding train running late,0,0,0,0,1,0,0,1
sir train running late,0,0,0,0,1,0,0,1
sir train running late,0,0,0,0,0,0,0,1
there is train running late,0,0,0,0,0,0,0,1
please help arrival time of train,0,0,0,0,1,0,0,1
complaint regarding seat confirmation query,0,0,1,0,0,0,0,1
complaint regarding need platform number,0,0,0,0,1,0,0,1
there is arrival time of train,0,0,0,0,0,0,0,1
need platform number urgently,0,0,1,0,0,0,0,0
please help train running late,0,0,0,0,1,0,0,1
sir need platform number,0,0,1,0,1,0,0,0
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
need platform number urgently,0,0,1,0,1,0,0,0
need platform number urgently,0,0,1,0,1,0,0,0
seat confirmation query,0,0,1,0,0,0,0,0
seat confirmation query urgently,0,0,1,0,1,0,0,0
please help need platform number,0,0,0,0,1,0,0,1
facing problem: need platform number,0,0,1,0,0,0,0,1
complaint regarding train running late,0,0,0,0,1,0,0,1
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
there is train running late,0,0,0,0,1,0,0,1
seat confirmation query urgently,0,0,1,0,0,0,0,0
train running late urgently,0,0,0,0,0,0,0,1
facing problem: need platform number,0,0,1,0,0,0,0,1
train running late urgently,0,0,0,0,0,0,0,1
complaint regarding train running late,0,0,0,0,1,0,0,1
arrival time of train urgently,0,0,0,0,1,0,0,1
seat confirmation query,0,0,1,0,1,0,0,0
train running late urgently,0,0,0,0,1,0,0,1
arrival time of train,0,0,0,0,1,0,0,1
complaint regarding seat confirmation query,0,0,1,0,0,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
arrival time of train urgently,0,0,0,0,1,0,0,1
please help train running late,0,0,0,0,1,0,0,1
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
seat confirmation query in my coach,0,0,1,0,1,0,0,0
facing problem: arrival time of train,0,0,0,0,0,0,0,1
please help need platform number,0,0,1,0,1,0,0,0
need platform number in my coach,0,0,1,0,1,0,0,0
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
arrival time of train in my coach,0,0,1,0,0,0,0,1
there is train running late,0,0,0,0,1,0,0,1
sir need platform number,0,0,1,0,1,0,0,0
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
facing problem: arrival time of train,0,0,0,0,1,0,0,1
there is train running late,0,0,0,0,1,0,0,1
there is train running late,0,0,0,0,1,0,0,1
train running late,0,0,0,0,1,0,0,1
complaint regarding need platform number,0,0,0,0,1,0,0,1
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
arrival time of train in my coach,0,0,1,0,0,0,0,1
arrival time of train urgently,0,0,0,0,0,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
please help need platform number,0,0,0,0,1,0,0,1
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
facing problem: train running late,0,0,0,0,0,0,0,1
seat confirmation query in my coach,0,0,1,0,1,0,0,0
seat confirmation query,0,0,1,0,0,0,0,0
complaint regarding train running late,0,0,0,0,1,0,0,1
sir arrival time of train,0,0,0,0,1,0,0,1
please help need platform number,0,0,0,0,1,0,0,1
arrival time of train,0,0,0,0,1,0,0,1
arrival time of train,0,0,0,0,0,0,0,1
please help need platform number,0,0,0,0,1,0,0,1
train running late,0,0,0,0,1,0,0,1
there is train running late,0,0,0,0,0,0,0,1
train running late,0,0,0,0,1,0,0,1
need platform number in my coach,0,0,1,0,0,0,0,0
there is seat confirmation query,0,0,1,0,1,0,0,0
train running late urgently,0,0,0,0,1,0,0,1
need platform number,0,0,1,0,1,0,0,0
there is arrival time of train,0,0,0,0,1,0,0,1
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
please help train running late,0,0,0,0,1,0,0,1
sir need platform number,0,0,1,0,0,0,0,0
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
sir arrival time of train,0,0,0,0,1,0,0,1
sir arrival time of train,0,0,0,0,1,0,0,1
train running late in my coach,0,0,1,0,0,0,0,1
complaint regarding train running late,0,0,0,0,1,0,0,1
arrival time of train urgently,0,0,0,0,0,0,0,1
seat confirmation query in my coach,0,0,1,0,1,0,0,0
complaint regarding need platform number,0,0,1,0,1,0,0,0
seat confirmation query,0,0,1,0,1,0,0,0
arrival time of train in my coach,0,0,1,0,0,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
sir arrival time of train,0,0,0,0,1,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
arrival time of train,0,0,0,0,1,0,0,1
seat confirmation query,0,0,1,0,1,0,0,0
arrival time of train in my coach,0,0,1,0,0,0,0,1
please help train running late,0,0,0,0,1,0,0,1
train running late urgently,0,0,0,0,1,0,0,1
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
seat confirmation query,0,0,1,0,0,0,0,0
please help need platform number,0,0,1,0,0,0,0,1
facing problem: arrival time of train,0,0,0,0,1,0,0,1
sir need platform number,0,0,1,0,1,0,0,0
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
need platform number urgently,0,0,1,0,1,0,0,0
train running late,0,0,0,0,1,0,0,1
train running late,0,0,0,0,1,0,0,1
need platform number urgently,0,0,1,0,1,0,0,0
train running late,0,0,0,0,0,0,0,1
sir seat confirmation query,0,0,1,0,0,0,0,0
seat confirmation query,0,0,1,0,0,0,0,0
sir seat confirmation query,0,0,1,0,1,0,0,0
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
need platform number in my coach,0,0,1,0,1,0,0,0
sir arrival time of train,0,0,0,0,0,0,0,1
train running late in my coach,0,0,1,0,0,0,0,1
seat confirmation query,0,0,1,0,1,0,0,0
please help need platform number,0,0,1,0,1,0,0,1
train running late in my coach,0,0,1,0,0,0,0,1
arrival time of train urgently,0,0,0,0,1,0,0,1
train running late urgently,0,0,0,0,1,0,0,1
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
arrival time of train in my coach,0,0,1,0,0,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
arrival time of train,0,0,0,0,0,0,0,1
complaint regarding train running late,0,0,0,0,1,0,0,1
please help need platform number,0,0,0,0,1,0,0,1
train running late urgently,0,0,0,0,1,0,0,1
train running late,0,0,0,0,0,0,0,1
facing problem: need platform number,0,0,1,0,0,0,0,1
please help train running late,0,0,0,0,1,0,0,1
complaint regarding train running late,0,0,0,0,1,0,0,1
facing problem: train running late,0,0,0,0,1,0,0,1
seat confirmation query,0,0,1,0,1,0,0,0
arrival time of train,0,0,0,0,0,0,0,1
train running late urgently,0,0,0,0,1,0,0,1
facing problem: seat confirmation query,0,0,1,0,0,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
need platform number,0,0,1,0,1,0,0,0
arrival time of train urgently,0,0,0,0,0,0,0,1
arrival time of train urgently,0,0,0,0,1,0,0,1
facing problem: arrival time of train,0,0,0,0,1,0,0,1
there is need platform number,0,0,1,0,1,0,0,0
complaint regarding need platform number,0,0,1,0,0,0,0,1
seat confirmation query urgently,0,0,1,0,1,0,0,0
sir train running late,0,0,0,0,0,0,0,1
please help seat confirmation query,0,0,0,0,1,0,0,1
train running late,0,0,0,0,0,0,0,1
need platform number in my coach,0,0,1,0,1,0,0,0
sir train running late,0,0,0,0,0,0,0,1
complaint regarding need platform number,0,0,0,0,1,0,0,1
there is train running late,0,0,0,0,0,0,0,1
seat confirmation query urgently,0,0,1,0,1,0,0,0
there is train running late,0,0,0,0,1,0,0,1
complaint regarding seat confirmation query,0,0,1,0,0,0,0,1
sir train running late,0,0,0,0,1,0,0,1
please help need platform number,0,0,1,0,1,0,0,1
there is train running late,0,0,0,0,1,0,0,1
need platform number in my coach,0,0,1,0,1,0,0,0
there is seat confirmation query,0,0,1,0,0,0,0,0
facing problem: train running late,0,0,0,0,1,0,0,1
complaint regarding arrival time of train,0,0,0,0,1,0,0,1
complaint regarding seat confirmation query,0,0,0,0,1,0,0,1
need platform number urgently,0,0,1,0,1,0,0,0
sir need platform number,0,0,1,0,1,0,0,0
seat confirmation query,0,0,1,0,0,0,0,0
there is arrival time of train,0,0,0,0,0,0,0,1
facing problem: train running late,0,0,0,0,1,0,0,1
sir need platform number,0,0,1,0,1,0,0,0
need platform number in my coach,0,0,1,0,0,0,0,0
arrival time of train,0,0,0,0,0,0,0,1
train running late urgently,0,0,0,0,1,0,0,1
train running late in my coach,0,0,1,0,0,0,0,1
train running late urgently,0,0,0,0,1,0,0,1
sir seat confirmation query,0,0,1,0,0,0,0,0
facing problem: arrival time of train,0,0,0,0,0,0,0,1
arrival time of train in my coach,0,0,1,0,0,0,0,1
sir seat confirmation query,0,0,1,0,1,0,0,0
please help seat confirmation query,0,0,0,0,1,0,0,1
need platform number urgently,0,0,1,0,0,0,0,0
please help train running late,0,0,0,0,1,0,0,1
seat confirmation query urgently,0,0,1,0,0,0,0,0
complaint regarding need platform number,0,0,1,0,0,0,0,1
arrival time of train urgently,0,0,0,0,1,0,0,1
